Track,Type,NAME,RENAME,Tissue,AS_file,Desc
125,CUT&TAG,PK32-F-H3K4ME3,C-Lung-H3K4ME3-PK32,Lung,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Lung-H3K4ME3-PK32_AS_significant_final.txt,
126,CUT&TAG,PK32-F-H3K4ME1,C-Lung-H3K4ME1-PK32,Lung,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Lung-H3K4ME1-PK32_AS_significant_final.txt,
127,CUT&TAG,PK32-F-H3K27AC,C-Lung-H3K27AC-PK32,Lung,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Lung-H3K27AC-PK32_AS_significant_final.txt,
128,CUT&TAG,PK32-F-H3K27ME3,C-Lung-H3K27ME3-PK32,Lung,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Lung-H3K27ME3-PK32_AS_significant_final.txt,
129,CUT&TAG,H3K4me3-spleen-PK29-1,C-Spleen-H3K4ME3-PK29,Spleen,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Spleen-H3K4ME3-PK29_AS_significant_final.txt,
130,CUT&TAG,H3K4me1-spleen-PK29-1,C-Spleen-H3K4ME1-PK29,Spleen,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Spleen-H3K4ME1-PK29_AS_significant_final.txt,
131,CUT&TAG,H3K27ac-spleen-PK29-1,C-Spleen-H3K27AC-PK29,Spleen,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Spleen-H3K27AC-PK29_AS_significant_final.txt,
132,CUT&TAG,H3K27me3-spleen-PK29-1,C-Spleen-H3K27ME3-PK29,Spleen,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Spleen-H3K27ME3-PK29_AS_significant_final.txt,
133,CUT&TAG,PK32-PZa-H3K4ME3,C-Spleen-H3K4ME3-PK32,Spleen,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Spleen-H3K4ME3-PK32_AS_significant_final.txt,
134,CUT&TAG,PK32-PZa-H3K4ME1,C-Spleen-H3K4ME1-PK32,Spleen,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Spleen-H3K4ME1-PK32_AS_significant_final.txt,
135,CUT&TAG,PK32-PZa-H3K27AC,C-Spleen-H3K27AC-PK32,Spleen,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Spleen-H3K27AC-PK32_AS_significant_final.txt,
136,CUT&TAG,PK32-PZa-H3K27ME3,C-Spleen-H3K27ME3-PK32,Spleen,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Spleen-H3K27ME3-PK32_AS_significant_final.txt,
137,CUT&TAG,PK29-XX-H3K4ME3,C-Thymus-H3K4ME3-PK29,Thymus,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Thymus-H3K4ME3-PK29_AS_significant_final.txt,
138,CUT&TAG,PK29-XX-H3K4ME1,C-Thymus-H3K4ME1-PK29,Thymus,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Thymus-H3K4ME1-PK29_AS_significant_final.txt,
139,CUT&TAG,PK29-XX-H3K27AC,C-Thymus-H3K27AC-PK29,Thymus,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Thymus-H3K27AC-PK29_AS_significant_final.txt,
140,CUT&TAG,PK29-XX-H3K27ME3,C-Thymus-H3K27ME3-PK29,Thymus,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Thymus-H3K27ME3-PK29_AS_significant_final.txt,
141,CUT&TAG,PK32-XX-H3K4ME3,C-Thymus-H3K4ME3-PK32,Thymus,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Thymus-H3K4ME3-PK32_AS_significant_final.txt,
142,CUT&TAG,PK32-XX-H3K4ME1,C-Thymus-H3K4ME1-PK32,Thymus,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Thymus-H3K4ME1-PK32_AS_significant_final.txt,
143,CUT&TAG,PK32-XX-H3K27AC,C-Thymus-H3K27AC-PK32,Thymus,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Thymus-H3K27AC-PK32_AS_significant_final.txt,
144,CUT&TAG,PK32-XX-H3K27ME3,C-Thymus-H3K27ME3-PK32,Thymus,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Thymus-H3K27ME3-PK32_AS_significant_final.txt,
145,CUT&TAG,H3K4me3-bursa-fabricius-PK29-1,C-Bursa-H3K4ME3-PK29,Bursa,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Bursa-H3K4ME3-PK29_AS_significant_final.txt,
146,CUT&TAG,H3K4me1-bursa-fabricius-PK29-1,C-Bursa-H3K4ME1-PK29,Bursa,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Bursa-H3K4ME1-PK29_AS_significant_final.txt,
147,CUT&TAG,H3K27ac-bursa-fabricius-PK29-1,C-Bursa-H3K27AC-PK29,Bursa,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Bursa-H3K27AC-PK29_AS_significant_final.txt,
148,CUT&TAG,H3K27me3-bursa-fabricius-PK29-1,C-Bursa-H3K27ME3-PK29,Bursa,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Bursa-H3K27ME3-PK29_AS_significant_final.txt,
149,CUT&TAG,PK32-FSN-H3K4ME3,C-Bursa-H3K4ME3-PK32,Bursa,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Bursa-H3K4ME3-PK32_AS_significant_final.txt,
150,CUT&TAG,PK32-FSN-H3K4ME1,C-Bursa-H3K4ME1-PK32,Bursa,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Bursa-H3K4ME1-PK32_AS_significant_final.txt,
151,CUT&TAG,PK32-FSN-H3K27AC,C-Bursa-H3K27AC-PK32,Bursa,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Bursa-H3K27AC-PK32_AS_significant_final.txt,
152,CUT&TAG,PK32-FSN-H3K27ME3,C-Bursa-H3K27ME3-PK32,Bursa,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Bursa-H3K27ME3-PK32_AS_significant_final.txt,
153,CUT&TAG,ZF35-LC-H3K4ME3,C-Ovary-H3K4ME3-ZF35,Ovary,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Ovary-H3K4ME3-ZF35_AS_significant_final.txt,
154,CUT&TAG,ZF35-LC-H3K4ME1,C-Ovary-H3K4ME1-ZF35,Ovary,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Ovary-H3K4ME1-ZF35_AS_significant_final.txt,
155,CUT&TAG,ZF35-LC-H3K27AC,C-Ovary-H3K27AC-ZF35,Ovary,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Ovary-H3K27AC-ZF35_AS_significant_final.txt,
156,CUT&TAG,ZF35-LC-H3K27ME3,C-Ovary-H3K27ME3-ZF35,Ovary,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Ovary-H3K27ME3-ZF35_AS_significant_final.txt,
157,CUT&TAG,ZF36-LC-H3K4ME3,C-Ovary-H3K4ME3-ZF36,Ovary,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Ovary-H3K4ME3-ZF36_AS_significant_final.txt,
158,CUT&TAG,ZF36-LC-H3K4ME1,C-Ovary-H3K4ME1-ZF36,Ovary,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Ovary-H3K4ME1-ZF36_AS_significant_final.txt,
159,CUT&TAG,ZF36-LC-H3K27AC,C-Ovary-H3K27AC-ZF36,Ovary,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Ovary-H3K27AC-ZF36_AS_significant_final.txt,
160,CUT&TAG,ZF36-LC--H3K27ME3,C-Ovary-H3K27ME3-ZF36,Ovary,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Ovary-H3K27ME3-ZF36_AS_significant_final.txt,
161,CUT&TAG,ZF35-PD-H3K4ME3,C-Magnum-H3K4ME3-ZF35,Magnum,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Magnum-H3K4ME3-ZF35_AS_significant_final.txt,
162,CUT&TAG,ZF35-PD-H3K4ME1,C-Magnum-H3K4ME1-ZF35,Magnum,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Magnum-H3K4ME1-ZF35_AS_significant_final.txt,
163,CUT&TAG,ZF35-PD-H3K27AC,C-Magnum-H3K27AC-ZF35,Magnum,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Magnum-H3K27AC-ZF35_AS_significant_final.txt,
164,CUT&TAG,ZF35-PD-H3K27ME3,C-Magnum-H3K27ME3-ZF35,Magnum,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Magnum-H3K27ME3-ZF35_AS_significant_final.txt,
165,CUT&TAG,ZF36-PD-H3K4ME3,C-Magnum-H3K4ME3-ZF36,Magnum,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Magnum-H3K4ME3-ZF36_AS_significant_final.txt,
166,CUT&TAG,ZF36-PD-H3K4ME1,C-Magnum-H3K4ME1-ZF36,Magnum,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Magnum-H3K4ME1-ZF36_AS_significant_final.txt,
167,CUT&TAG,ZF36-PD-H3K27AC,C-Magnum-H3K27AC-ZF36,Magnum,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Magnum-H3K27AC-ZF36_AS_significant_final.txt,
168,CUT&TAG,ZF36-PD--H3K27ME3,C-Magnum-H3K27ME3-ZF36,Magnum,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Magnum-H3K27ME3-ZF36_AS_significant_final.txt,
169,CUT&TAG,ZF35-ZG-H3K4ME3,C-Uterus-H3K4ME3-ZF35,Uterus,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Uterus-H3K4ME3-ZF35_AS_significant_final.txt,
170,CUT&TAG,ZF35-ZG-H3K4ME1,C-Uterus-H3K4ME1-ZF35,Uterus,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Uterus-H3K4ME1-ZF35_AS_significant_final.txt,
171,CUT&TAG,ZF35-ZG-H3K27AC,C-Uterus-H3K27AC-ZF35,Uterus,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Uterus-H3K27AC-ZF35_AS_significant_final.txt,
172,CUT&TAG,ZF35-ZG-H3K27ME3,C-Uterus-H3K27ME3-ZF35,Uterus,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Uterus-H3K27ME3-ZF35_AS_significant_final.txt,
173,CUT&TAG,ZF36-ZG-H3K4ME3,C-Uterus-H3K4ME3-ZF36,Uterus,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Uterus-H3K4ME3-ZF36_AS_significant_final.txt,
174,CUT&TAG,ZF36-ZG-H3K4ME1,C-Uterus-H3K4ME1-ZF36,Uterus,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Uterus-H3K4ME1-ZF36_AS_significant_final.txt,
175,CUT&TAG,ZF36-ZG-H3K27AC,C-Uterus-H3K27AC-ZF36,Uterus,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Uterus-H3K27AC-ZF36_AS_significant_final.txt,
176,CUT&TAG,ZF36-ZG--H3K27ME3,C-Uterus-H3K27ME3-ZF36,Uterus,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Uterus-H3K27ME3-ZF36_AS_significant_final.txt,
177,CUT&TAG,ZF31-GW-H3K4ME3,C-Testis-H3K4ME3-ZF31,Testis,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Testis-H3K4ME3-ZF31_AS_significant_final.txt,
178,CUT&TAG,ZF31-GW-H3K4ME1,C-Testis-H3K4ME1-ZF31,Testis,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Testis-H3K4ME1-ZF31_AS_significant_final.txt,
179,CUT&TAG,ZF31-GW-H3K27AC,C-Testis-H3K27AC-ZF31,Testis,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Testis-H3K27AC-ZF31_AS_significant_final.txt,
180,CUT&TAG,ZF31-GW-H3K27ME3,C-Testis-H3K27ME3-ZF31,Testis,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Testis-H3K27ME3-ZF31_AS_significant_final.txt,
181,CUT&TAG,ZF32-GW-H3K4ME3,C-Testis-H3K4ME3-ZF32,Testis,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Testis-H3K4ME3-ZF32_AS_significant_final.txt,
182,CUT&TAG,ZF32-GW-H3K4ME1,C-Testis-H3K4ME1-ZF32,Testis,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Testis-H3K4ME1-ZF32_AS_significant_final.txt,
183,CUT&TAG,ZF32-GW-H3K27AC,C-Testis-H3K27AC-ZF32,Testis,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Testis-H3K27AC-ZF32_AS_significant_final.txt,
184,CUT&TAG,ZF32-GW-H3K27ME3,C-Testis-H3K27ME3-ZF32,Testis,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Testis-H3K27ME3-ZF32_AS_significant_final.txt,
185,CUT&TAG,PK29-XZ-H3K4ME3-2,C-Heart-H3K4ME3-PK29,Heart,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Heart-H3K4ME3-PK29_AS_significant_final.txt,
186,CUT&TAG,PK29-XZ-H3K4ME1-2,C-Heart-H3K4ME1-PK29,Heart,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Heart-H3K4ME1-PK29_AS_significant_final.txt,
187,CUT&TAG,PK29-XZ-H3K27AC-2,C-Heart-H3K27AC-PK29,Heart,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Heart-H3K27AC-PK29_AS_significant_final.txt,
188,CUT&TAG,PK29-XZ--H3K27ME3-2,C-Heart-H3K27ME3-PK29,Heart,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Heart-H3K27ME3-PK29_AS_significant_final.txt,
189,CUT&TAG,PK32-XZ-H3K4ME3,C-Heart-H3K4ME3-PK32,Heart,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Heart-H3K4ME3-PK32_AS_significant_final.txt,
190,CUT&TAG,PK32-XZ-H3K4ME1,C-Heart-H3K4ME1-PK32,Heart,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Heart-H3K4ME1-PK32_AS_significant_final.txt,
191,CUT&TAG,PK32-XZ-H3K27AC,C-Heart-H3K27AC-PK32,Heart,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Heart-H3K27AC-PK32_AS_significant_final.txt,
192,CUT&TAG,PK32-XZ-H3K27ME3,C-Heart-H3K27ME3-PK32,Heart,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Heart-H3K27ME3-PK32_AS_significant_final.txt,
193,CUT&TAG,H3K4me3-kidney-PK29-1,C-Kidney-H3K4ME3-PK29,Kidney,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Kidney-H3K4ME3-PK29_AS_significant_final.txt,
194,CUT&TAG,H3K4me1-kidney-PK29-1,C-Kidney-H3K4ME1-PK29,Kidney,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Kidney-H3K4ME1-PK29_AS_significant_final.txt,
195,CUT&TAG,H3K27ac-kidney-PK29-1,C-Kidney-H3K27AC-PK29,Kidney,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Kidney-H3K27AC-PK29_AS_significant_final.txt,
196,CUT&TAG,H3K27me3-kidney-PK29-1,C-Kidney-H3K27ME3-PK29,Kidney,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Kidney-H3K27ME3-PK29_AS_significant_final.txt,
197,CUT&TAG,PK32-SZ-H3K4ME3,C-Kidney-H3K4ME3-PK32,Kidney,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Kidney-H3K4ME3-PK32_AS_significant_final.txt,
198,CUT&TAG,PK32-SZ-H3K4ME1,C-Kidney-H3K4ME1-PK32,Kidney,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Kidney-H3K4ME1-PK32_AS_significant_final.txt,
199,CUT&TAG,PK32-SZ-H3K27AC,C-Kidney-H3K27AC-PK32,Kidney,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Kidney-H3K27AC-PK32_AS_significant_final.txt,
200,CUT&TAG,PK32-SZ-H3K27ME3,C-Kidney-H3K27ME3-PK32,Kidney,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Kidney-H3K27ME3-PK32_AS_significant_final.txt,
201,CUT&TAG,C1-H3K4ME3-GZ,C-Liver-H3K4ME3-C1,Liver,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Liver-H3K4ME3-C1_AS_significant_final.txt,
202,CUT&TAG,C2-H3K4ME1-GZ,C-Liver-H3K4ME1-C2,Liver,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Liver-H3K4ME1-C2_AS_significant_final.txt,
203,CUT&TAG,H3K27ac-liver-B1,C-Liver-H3K27AC-B1,Liver,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Liver-H3K27AC-B1_AS_significant_final.txt,
204,CUT&TAG,C4-H3K27ME3-GZ,C-Liver-H3K27ME3-C4,Liver,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Liver-H3K27ME3-C4_AS_significant_final.txt,
205,CUT&TAG,PK32-GZ-H3K4ME3,C-Liver-H3K4ME3-PK32,Liver,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Liver-H3K4ME3-PK32_AS_significant_final.txt,
206,CUT&TAG,PK32-GZ-H3K4ME1,C-Liver-H3K4ME1-PK32,Liver,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Liver-H3K4ME1-PK32_AS_significant_final.txt,
207,CUT&TAG,PK32-GZ-H3K27AC,C-Liver-H3K27AC-PK32,Liver,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Liver-H3K27AC-PK32_AS_significant_final.txt,
208,CUT&TAG,PK32-GZ-H3K27ME3,C-Liver-H3K27ME3-PK32,Liver,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Liver-H3K27ME3-PK32_AS_significant_final.txt,
209,CUT&TAG,PK2-YX-H3K4ME3,C-Pancreas-H3K4ME3-PK2,Pancreas,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Pancreas-H3K4ME3-PK2_AS_significant_final.txt,
210,CUT&TAG,PK2-YX-H3K4ME1,C-Pancreas-H3K4ME1-PK2,Pancreas,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Pancreas-H3K4ME1-PK2_AS_significant_final.txt,
211,CUT&TAG,PK2-YX-H3K27AC,C-Pancreas-H3K27AC-PK2,Pancreas,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Pancreas-H3K27AC-PK2_AS_significant_final.txt,
212,CUT&TAG,PK2-YX-H3K27ME3,C-Pancreas-H3K27ME3-PK2,Pancreas,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Pancreas-H3K27ME3-PK2_AS_significant_final.txt,
213,CUT&TAG,PK32-YX-H3K4ME3,C-Pancreas-H3K4ME3-PK32,Pancreas,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Pancreas-H3K4ME3-PK32_AS_significant_final.txt,
214,CUT&TAG,PK32-YX-H3K4ME1,C-Pancreas-H3K4ME1-PK32,Pancreas,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Pancreas-H3K4ME1-PK32_AS_significant_final.txt,
215,CUT&TAG,PK32-YX-H3K27AC,C-Pancreas-H3K27AC-PK32,Pancreas,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Pancreas-H3K27AC-PK32_AS_significant_final.txt,
216,CUT&TAG,PK32-YX-H3K27ME3,C-Pancreas-H3K27ME3-PK32,Pancreas,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Pancreas-H3K27ME3-PK32_AS_significant_final.txt,
217,CUT&TAG,PK29-JW-H3K4ME3,C-Gizzard-H3K4ME3-PK29,Gizzard,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Gizzard-H3K4ME3-PK29_AS_significant_final.txt,
218,CUT&TAG,PK29-JW-H3K4ME1,C-Gizzard-H3K4ME1-PK29,Gizzard,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Gizzard-H3K4ME1-PK29_AS_significant_final.txt,
219,CUT&TAG,PK29-JW-H3K27AC,C-Gizzard-H3K27AC-PK29,Gizzard,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Gizzard-H3K27AC-PK29_AS_significant_final.txt,
220,CUT&TAG,PK29-JW-H3K27ME3,C-Gizzard-H3K27ME3-PK29,Gizzard,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Gizzard-H3K27ME3-PK29_AS_significant_final.txt,
221,CUT&TAG,PK32-JW-H3K4ME3,C-Gizzard-H3K4ME3-PK32,Gizzard,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Gizzard-H3K4ME3-PK32_AS_significant_final.txt,
222,CUT&TAG,PK32-JW-H3K4ME1,C-Gizzard-H3K4ME1-PK32,Gizzard,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Gizzard-H3K4ME1-PK32_AS_significant_final.txt,
223,CUT&TAG,PK32-JW-H3K27AC,C-Gizzard-H3K27AC-PK32,Gizzard,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Gizzard-H3K27AC-PK32_AS_significant_final.txt,
224,CUT&TAG,PK32-JW-H3K27ME3,C-Gizzard-H3K27ME3-PK32,Gizzard,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Gizzard-H3K27ME3-PK32_AS_significant_final.txt,
225,CUT&TAG,PK29-KC-H3K4ME3,C-Jejunum-H3K4ME3-PK29,Jejunum,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Jejunum-H3K4ME3-PK29_AS_significant_final.txt,
226,CUT&TAG,PK29-KC-H3K4ME1,C-Jejunum-H3K4ME1-PK29,Jejunum,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Jejunum-H3K4ME1-PK29_AS_significant_final.txt,
227,CUT&TAG,PK29-KC-H3K27AC,C-Jejunum-H3K27AC-PK29,Jejunum,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Jejunum-H3K27AC-PK29_AS_significant_final.txt,
228,CUT&TAG,PK29-KC-H3K27ME3,C-Jejunum-H3K27ME3-PK29,Jejunum,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Jejunum-H3K27ME3-PK29_AS_significant_final.txt,
229,CUT&TAG,PK32-KC-H3K4ME3,C-Jejunum-H3K4ME3-PK32,Jejunum,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Jejunum-H3K4ME3-PK32_AS_significant_final.txt,
230,CUT&TAG,PK32-KC-H3K4ME1,C-Jejunum-H3K4ME1-PK32,Jejunum,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Jejunum-H3K4ME1-PK32_AS_significant_final.txt,
231,CUT&TAG,PK32-KC-H3K27AC,C-Jejunum-H3K27AC-PK32,Jejunum,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Jejunum-H3K27AC-PK32_AS_significant_final.txt,
232,CUT&TAG,PK32-KC-H3K27ME3,C-Jejunum-H3K27ME3-PK32,Jejunum,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Jejunum-H3K27ME3-PK32_AS_significant_final.txt,
233,CUT&TAG,PK2-MC-H3K4ME3,C-Cecum-H3K4ME3-PK2,Cecum,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Cecum-H3K4ME3-PK2_AS_significant_final.txt,
234,CUT&TAG,PK2-MC-H3K4ME1,C-Cecum-H3K4ME1-PK2,Cecum,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Cecum-H3K4ME1-PK2_AS_significant_final.txt,
235,CUT&TAG,PK2-MC-H3K27AC,C-Cecum-H3K27AC-PK2,Cecum,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Cecum-H3K27AC-PK2_AS_significant_final.txt,
236,CUT&TAG,PK2-MC-H3K27ME3,C-Cecum-H3K27ME3-PK2,Cecum,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Cecum-H3K27ME3-PK2_AS_significant_final.txt,
237,CUT&TAG,PK32-MC-H3K4ME3,C-Cecum-H3K4ME3-PK32,Cecum,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Cecum-H3K4ME3-PK32_AS_significant_final.txt,
238,CUT&TAG,PK32-MC-H3K4ME1,C-Cecum-H3K4ME1-PK32,Cecum,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Cecum-H3K4ME1-PK32_AS_significant_final.txt,
239,CUT&TAG,PK32-MC-H3K27AC,C-Cecum-H3K27AC-PK32,Cecum,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Cecum-H3K27AC-PK32_AS_significant_final.txt,
240,CUT&TAG,PK32-MC-H3K27ME3,C-Cecum-H3K27ME3-PK32,Cecum,/path/to/data/Epigenomes/Duck/allele-specific_imbalance/duck_epi_asi/C-Cecum-H3K27ME3-PK32_AS_significant_final.txt,
